split,image_path,label
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/14588.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/7806.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/8712.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/7288.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2578.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/1880.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/21405.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/12736.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/23923.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7417.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/23411.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/16247.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/9019.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/12110.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/19004.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/14134.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/19063.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/3456.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/19038.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/6645.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/958.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/7278.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11748.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/18907.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/23521.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/12240.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/16020.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/4717.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/10279.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/19420.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/3468.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/8905.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/8120.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/14048.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/22721.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/5607.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/20813.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/21999.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/5907.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/6193.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/15598.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/20358.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/14575.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/16400.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11858.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/20008.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/23117.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/7027.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/7908.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/24228.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/14316.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/14124.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/9553.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/12092.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/21210.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/7675.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/11168.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/16719.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/2884.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/1225.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/10041.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/21456.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/3804.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/19026.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/10967.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/13691.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/1892.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/19511.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/13866.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/9106.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/3359.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/18203.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/14452.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/16392.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1933.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/4629.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/10730.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/21858.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/6684.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/16402.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/6575.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/1103.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7884.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/16081.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/11237.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/10663.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/6385.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/582.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/4569.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/19164.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/15920.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/6167.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/9812.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/12519.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2433.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/9817.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/15544.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2201.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/6908.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/6436.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/16799.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11231.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/5686.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/21570.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1588.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/3138.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/19027.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/3373.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/5709.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/7346.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11319.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1209.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/18452.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/20694.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/13041.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12252.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/11042.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/6759.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/23611.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/18984.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/1354.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/8132.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/24180.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/10607.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1828.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/13740.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/14298.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/5188.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/3076.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/3155.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/17881.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/16723.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/10382.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/15058.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/2894.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/6691.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/7576.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/18629.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15165.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2428.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/21256.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/22375.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/5012.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/21176.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11099.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/22742.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/545.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/22110.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/14466.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/18070.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/4060.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/7008.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/19782.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/5836.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/2056.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/20613.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/5676.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/1932.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12627.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/10697.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11075.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/7553.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/18740.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/681.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/2785.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/3569.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/2430.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/10482.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/12727.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/10714.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/13127.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7440.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/23920.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2543.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/5091.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/21105.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/6166.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/23597.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/5781.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/13019.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12159.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/17591.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/22702.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/5109.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/12629.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/11845.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/4301.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/13059.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/18301.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/3079.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/23093.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/19213.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/22325.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/7901.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/6064.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/5606.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/14223.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/11336.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/11375.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/23463.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/24007.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12084.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/19068.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/6455.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/7639.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15617.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/11151.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/10327.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2230.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/8376.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/11369.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/3528.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/3090.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/24044.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/12792.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/4623.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/20435.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/6824.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/20611.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/2531.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/8777.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/20275.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/19000.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15874.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/7573.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/417.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1743.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12483.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/16969.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/23667.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/18367.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/18368.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/7580.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/8111.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/20737.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/22214.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/12357.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/11636.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/11530.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/20293.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/9317.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/4128.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/22335.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/18103.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/9655.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/1926.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/10601.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/14099.jpg,3
